,names,dob,positon,month,year
3,Sebastián De Marco ,"<td class=""zentriert"">22/01/2002 (20)</td>",<tr><td>Extremo izquierdo</td></tr>,01,02
4,Matías Cabrera ,"<td class=""zentriert"">08/03/2002 (20)</td>",<tr><td>Mediocentro</td></tr>,03,02
5,Matías Ferreira ,"<td class=""zentriert"">19/02/2002 (20)</td>",<tr><td>Mediocentro ofensivo</td></tr>,02,02
6,Enzo Facchin ,"<td class=""zentriert"">13/02/2002 (20)</td>",<tr><td>Extremo izquierdo</td></tr>,02,02
7,Bruno Barja ,"<td class=""zentriert"">16/09/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,09,02
8,Axel Pérez ,"<td class=""zentriert"">18/02/2002 (20)</td>",<tr><td>Extremo derecho</td></tr>,02,02
9,Santiago Corbo ,"<td class=""zentriert"">29/06/2002 (20)</td>",<tr><td>Lateral derecho</td></tr>,06,02
10,Luis Guedes ,"<td class=""zentriert"">11/02/2002 (20)</td>",<tr><td>Extremo izquierdo</td></tr>,02,02
11,Nahuel Soria ,"<td class=""zentriert"">23/01/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,01,02
12,Nahuel Fagián ,"<td class=""zentriert"">24/08/2002 (20)</td>",<tr><td>Extremo derecho</td></tr>,08,02
13,Logan Ponce ,"<td class=""zentriert"">25/01/2002 (20)</td>",<tr><td>Defensa central</td></tr>,01,02
14,Agustín Barcellos ,"<td class=""zentriert"">21/05/2002 (20)</td>",<tr><td>Lateral izquierdo</td></tr>,05,02
15,Matías Cortizas ,"<td class=""zentriert"">20/02/2002 (20)</td>",<tr><td>Defensa central</td></tr>,02,02
16,Luciano Fernández ,"<td class=""zentriert"">16/02/2002 (20)</td>",<tr><td>Lateral derecho</td></tr>,02,02
17,Enzo Siri ,"<td class=""zentriert"">09/03/2002 (20)</td>",<tr><td>Defensa central</td></tr>,03,02
18,Dylan Garat ,"<td class=""zentriert"">10/02/2002 (20)</td>",<tr><td>Mediocentro ofensivo</td></tr>,02,02
19,Nicolás Rossi ,"<td class=""zentriert"">21/03/2002 (20)</td>",<tr><td>Extremo izquierdo</td></tr>,03,02
20,Franco Nicola ,"<td class=""zentriert"">18/04/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,04,02
21,Alan Aranda ,"<td class=""zentriert"">13/03/2002 (20)</td>",<tr><td>Mediocentro ofensivo</td></tr>,03,02
22,Agustín Alaniz ,"<td class=""zentriert"">16/05/2002 (20)</td>",<tr><td>Extremo derecho</td></tr>,05,02
23,Yordi López ,"<td class=""zentriert"">17/06/2002 (20)</td>",<tr><td>Medio campo</td></tr>,06,02
24,Valentín Adamo ,"<td class=""zentriert"">04/05/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,05,02
0,Matías González ,"<td class=""zentriert"">29/11/2002 (19)</td>",<tr><td>Defensa central</td></tr>,11,02
1,Santiago Marcel ,"<td class=""zentriert"">17/03/2002 (20)</td>",<tr><td>Mediocentro</td></tr>,03,02
2,Santiago Mouriño ,"<td class=""zentriert"">13/02/2002 (20)</td>",<tr><td>Defensa central</td></tr>,02,02
3,Agustín Molina ,"<td class=""zentriert"">06/02/2002 (20)</td>",<tr><td>Medio campo</td></tr>,02,02
4,Facundo Saravia ,"<td class=""zentriert"">09/09/2002 (20)</td>",<tr><td>Interior izquierdo</td></tr>,09,02
5,Guillermo Pereira ,"<td class=""zentriert"">03/07/2002 (20)</td>",<tr><td>Defensa central</td></tr>,07,02
6,Agustín Da Rocha ,"<td class=""zentriert"">25/01/2002 (20)</td>",<tr><td>Mediocentro ofensivo</td></tr>,01,02
7,Ignacio Suárez ,"<td class=""zentriert"">05/02/2002 (20)</td>",<tr><td>Portero</td></tr>,02,02
8,Lukas González ,"<td class=""zentriert"">11/02/2002 (20)</td>",<tr><td>Portero</td></tr>,02,02
9,Luis Femia ,"<td class=""zentriert"">27/05/2002 (20)</td>",<tr><td>Delantero</td></tr>,05,02
10,Facundo Campoy ,"<td class=""zentriert"">14/09/2002 (20)</td>",<tr><td>Medio campo</td></tr>,09,02
11,Lucas Píriz ,"<td class=""zentriert"">18/03/2002 (20)</td>",<tr><td>Delantero</td></tr>,03,02
12,Felipe Celli ,"<td class=""zentriert"">13/07/2002 (20)</td>",<tr><td>Mediocentro</td></tr>,07,02
13,Facundo González ,"<td class=""zentriert"">13/10/2002 (20)</td>",<tr><td>Delantero</td></tr>,10,02
14,Mauricio Núñez ,"<td class=""zentriert"">29/01/2002 (20)</td>",<tr><td>Mediocentro ofensivo</td></tr>,01,02
15,Ignacio Barbosa ,"<td class=""zentriert"">02/09/2002 (20)</td>",<tr><td>Lateral derecho</td></tr>,09,02
16,Bruno Todaro ,"<td class=""zentriert"">08/09/2002 (20)</td>",<tr><td>Medio campo</td></tr>,09,02
17,Christian Silveira ,"<td class=""zentriert"">01/02/2002 (20)</td>",<tr><td>Medio campo</td></tr>,02,02
18,Diego Sánchez ,"<td class=""zentriert"">03/06/2002 (20)</td>",<tr><td>Extremo izquierdo</td></tr>,06,02
19,Santiago Aguilar ,"<td class=""zentriert"">18/02/2002 (20)</td>",<tr><td>Lateral izquierdo</td></tr>,02,02
20,Bruno Pintos ,"<td class=""zentriert"">26/08/2002 (20)</td>",<tr><td>Interior izquierdo</td></tr>,08,02
21,Federico Hernández ,"<td class=""zentriert"">20/03/2002 (20)</td>",<tr><td>Portero</td></tr>,03,02
22,Santiago Pintos ,"<td class=""zentriert"">24/05/2002 (20)</td>",<tr><td>Medio campo</td></tr>,05,02
23,Lucas Acosta ,"<td class=""zentriert"">26/01/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,01,02
24,Guillermo Gandolfo ,"<td class=""zentriert"">13/08/2002 (20)</td>",<tr><td>Medio campo</td></tr>,08,02
0,Agustín Añasco ,"<td class=""zentriert"">08/01/2002 (20)</td>",<tr><td>Portero</td></tr>,01,02
1,Franco Rodríguez ,"<td class=""zentriert"">12/12/2002 (19)</td>",<tr><td>Portero</td></tr>,12,02
2,Nahuel Segovia ,"<td class=""zentriert"">10/03/2002 (20)</td>",<tr><td>Defensa central</td></tr>,03,02
3,Agustín Díaz ,"<td class=""zentriert"">06/05/2002 (20)</td>",<tr><td>Mediocentro</td></tr>,05,02
4,Jerónimo Larrauri ,"<td class=""zentriert"">11/07/2002 (20)</td>",<tr><td>Pivote</td></tr>,07,02
5,Iván Bonifazi ,"<td class=""zentriert"">07/03/2002 (20)</td>",<tr><td>Portero</td></tr>,03,02
6,Francisco Bilbao ,"<td class=""zentriert"">06/03/2002 (20)</td>",<tr><td>Medio campo</td></tr>,03,02
7,Sebastián da Silva ,"<td class=""zentriert"">28/04/2002 (20)</td>",<tr><td>Medio campo</td></tr>,04,02
8,Mateo Demarco ,"<td class=""zentriert"">20/08/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,08,02
9,Emerson Tejera ,"<td class=""zentriert"">23/05/2002 (20)</td>",<tr><td>Extremo izquierdo</td></tr>,05,02
10,Alexis Piegas ,"<td class=""zentriert"">11/02/2002 (20)</td>",<tr><td>Defensa central</td></tr>,02,02
11,Mateo Torres ,"<td class=""zentriert"">27/02/2002 (20)</td>",<tr><td>Medio campo</td></tr>,02,02
12,Alan Saldivia ,"<td class=""zentriert"">06/04/2002 (20)</td>",<tr><td>Defensa central</td></tr>,04,02
13,Ademir Silva ,"<td class=""zentriert"">16/11/2002 (19)</td>",<tr><td>Mediocentro</td></tr>,11,02
14,Pablo López ,"<td class=""zentriert"">01/03/2002 (20)</td>",<tr><td>Defensa central</td></tr>,03,02
15,Francisco Sagardia ,"<td class=""zentriert"">21/05/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,05,02
16,Diego Bonilla ,"<td class=""zentriert"">11/02/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,02,02
17,Felipe Villalba ,"<td class=""zentriert"">23/10/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,10,02
18,Santiago Franca ,"<td class=""zentriert"">26/10/2002 (19)</td>",<tr><td>Lateral izquierdo</td></tr>,10,02
19,Ismael Zeballos ,"<td class=""zentriert"">15/06/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,06,02
20,Santiago Álvez ,"<td class=""zentriert"">13/07/2002 (20)</td>",<tr><td>Medio campo</td></tr>,07,02
21,Maximo Diaz ,"<td class=""zentriert"">06/05/2002 (20)</td>",<tr><td>Medio campo</td></tr>,05,02
22,Nelson Rotela ,"<td class=""zentriert"">29/09/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,09,02
23,Daniel Perdomo ,"<td class=""zentriert"">12/04/2002 (20)</td>",<tr><td>Mediocentro</td></tr>,04,02
24,Maximiliano Camargo ,"<td class=""zentriert"">28/04/2002 (20)</td>",<tr><td>Extremo izquierdo</td></tr>,04,02
0,Thiago Nascente ,"<td class=""zentriert"">12/02/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,02,02
1,Elías Salazar ,"<td class=""zentriert"">13/02/2002 (20)</td>",<tr><td>Mediocentro</td></tr>,02,02
2,Álex Duhalde ,"<td class=""zentriert"">02/09/2002 (20)</td>",<tr><td>Delantero</td></tr>,09,02
3,Martín Taberne ,"<td class=""zentriert"">03/11/2002 (19)</td>",<tr><td>Delantero</td></tr>,11,02
4,Nahuel Delgado ,"<td class=""zentriert"">15/01/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,01,02
5,Valentino Acosta ,"<td class=""zentriert"">26/04/2002 (20)</td>",<tr><td>Lateral derecho</td></tr>,04,02
6,Hebert Vergara ,"<td class=""zentriert"">22/03/2002 (20)</td>",<tr><td>Delantero centro</td></tr>,03,02
7,Rodrigo Fernández ,"<td class=""zentriert"">25/08/2002 (20)</td>",<tr><td>Portero</td></tr>,08,02
8,Braulio Guisolfo ,"<td class=""zentriert"">07/05/2002 (20)</td>",<tr><td>Pivote</td></tr>,05,02
0,Fabricio Díaz ,"<td class=""zentriert"">03/02/2003 (19)</td>",<tr><td>Pivote</td></tr>,02,03
1,Nicolás Siri ,"<td class=""zentriert"">17/04/2004 (18)</td>",<tr><td>Delantero centro</td></tr>,04,04
2,Alan Matturro ,"<td class=""zentriert"">11/10/2004 (18)</td>",<tr><td>Defensa central</td></tr>,10,04
3,Martín Fernández ,"<td class=""zentriert"">23/06/2003 (19)</td>",<tr><td>Mediocentro ofensivo</td></tr>,06,03
4,Augusto Scarone ,"<td class=""zentriert"">03/06/2004 (18)</td>",<tr><td>Mediapunta</td></tr>,06,04
5,Ignacio Sosa ,"<td class=""zentriert"">31/08/2003 (19)</td>",<tr><td>Pivote</td></tr>,08,03
6,Luciano Rodríguez ,"<td class=""zentriert"">16/07/2003 (19)</td>",<tr><td>Delantero centro</td></tr>,07,03
7,Kevin Alaniz ,"<td class=""zentriert"">30/01/2003 (19)</td>",<tr><td>Mediocentro ofensivo</td></tr>,01,03
8,Joaquín Fernández ,"<td class=""zentriert"">08/02/2003 (19)</td>",<tr><td>Pivote</td></tr>,02,03
9,Facundo Bernal ,"<td class=""zentriert"">21/08/2003 (19)</td>",<tr><td>Pivote</td></tr>,08,03
10,Pablo Furtado ,"<td class=""zentriert"">04/02/2004 (18)</td>",<tr><td>Mediocentro ofensivo</td></tr>,02,04
11,Facundo González ,"<td class=""zentriert"">06/07/2003 (19)</td>",<tr><td>Defensa central</td></tr>,07,03
12,Emiliano Rodríguez ,"<td class=""zentriert"">16/07/2003 (19)</td>",<tr><td>Delantero centro</td></tr>,07,03
13,Santiago Silva ,"<td class=""zentriert"">20/08/2004 (18)</td>",<tr><td>Mediocentro</td></tr>,08,04
14,Mateo Ponte ,"<td class=""zentriert"">24/05/2003 (19)</td>",<tr><td>Lateral derecho</td></tr>,05,03
15,Nicolás Fernández ,"<td class=""zentriert"">06/02/2003 (19)</td>",<tr><td>Mediapunta</td></tr>,02,03
16,Matías Abaldo ,"<td class=""zentriert"">02/04/2004 (18)</td>",<tr><td>Mediapunta</td></tr>,04,04
17,Mathías De Ritis  ,"<td class=""zentriert"">31/01/2003 (19)</td>",<tr><td>Lateral izquierdo</td></tr>,01,03
18,Santiago Homenchenko ,"<td class=""zentriert"">30/08/2003 (19)</td>",<tr><td>Pivote</td></tr>,08,03
19,Martín Suarez ,"<td class=""zentriert"">16/06/2004 (18)</td>",<tr><td>Lateral derecho</td></tr>,06,04
20,José Ávila ,"<td class=""zentriert"">19/05/2003 (19)</td>",<tr><td>Defensa central</td></tr>,05,03
21,Juan Cruz de los Santos ,"<td class=""zentriert"">22/02/2003 (19)</td>",<tr><td>Delantero centro</td></tr>,02,03
22,Damián García ,"<td class=""zentriert"">15/07/2003 (19)</td>",<tr><td>Pivote</td></tr>,07,03
23,Nicolás Wunsch ,"<td class=""zentriert"">14/06/2003 (19)</td>",<tr><td>Mediocentro ofensivo</td></tr>,06,03
24,Franco González ,"<td class=""zentriert"">22/06/2004 (18)</td>",<tr><td>Mediocentro ofensivo</td></tr>,06,04
0,Anthony Aires ,"<td class=""zentriert"">18/05/2004 (18)</td>",<tr><td>Extremo derecho</td></tr>,05,04
1,Rodrigo Rey ,"<td class=""zentriert"">18/10/2004 (18)</td>",<tr><td>Delantero centro</td></tr>,10,04
2,Juan Escobar ,"<td class=""zentriert"">13/02/2003 (19)</td>",<tr><td>Medio campo</td></tr>,02,03
3,Fabricio Vidal ,"<td class=""zentriert"">20/03/2003 (19)</td>",<tr><td>Defensa central</td></tr>,03,03
4,Luca Guichón ,"<td class=""zentriert"">16/11/2003 (18)</td>",<tr><td>Mediocentro ofensivo</td></tr>,11,03
5,Rafael Hornos ,"<td class=""zentriert"">05/11/2004 (17)</td>",<tr><td>Portero</td></tr>,11,04
6,Andrés Ferrari ,"<td class=""zentriert"">03/01/2003 (19)</td>",<tr><td>Delantero centro</td></tr>,01,03
7,Renzo Sánchez ,"<td class=""zentriert"">17/02/2004 (18)</td>",<tr><td>Extremo derecho</td></tr>,02,04
8,Ángel Maciel ,"<td class=""zentriert"">25/04/2003 (19)</td>",<tr><td>Portero</td></tr>,04,03
9,Anderson Duarte ,"<td class=""zentriert"">23/03/2004 (18)</td>",<tr><td>Extremo izquierdo</td></tr>,03,04
10,Sebastián Boselli ,"<td class=""zentriert"">04/12/2003 (18)</td>",<tr><td>Lateral derecho</td></tr>,12,03
11,Lucas Dogliotti ,"<td class=""zentriert"">27/06/2004 (18)</td>",<tr><td>Medio campo</td></tr>,06,04
12,Tadeo Rodríguez ,"<td class=""zentriert"">01/01/2003 (19)</td>",<tr><td>Extremo izquierdo</td></tr>,01,03
13,Joel Poiso ,"<td class=""zentriert"">26/06/2004 (18)</td>",<tr><td>Lateral derecho</td></tr>,06,04
14,Agustín Rodríguez ,"<td class=""zentriert"">10/01/2004 (18)</td>",<tr><td>Delantero centro</td></tr>,01,04
15,Randall Rodríguez ,"<td class=""zentriert"">29/11/2003 (18)</td>",<tr><td>Portero</td></tr>,11,03
16,Kevin Altez ,"<td class=""zentriert"">15/12/2004 (17)</td>",<tr><td>Mediocentro ofensivo</td></tr>,12,04
17,Bruno Morales ,"<td class=""zentriert"">10/12/2004 (17)</td>",<tr><td>Delantero centro</td></tr>,12,04
18,Bruno Airaldi ,"<td class=""zentriert"">24/08/2004 (18)</td>",<tr><td>Delantero</td></tr>,08,04
19,Nicolás Gómez ,"<td class=""zentriert"">27/11/2003 (18)</td>",<tr><td>Medio campo</td></tr>,11,03
20,Eduardo Acuña ,"<td class=""zentriert"">17/07/2003 (19)</td>",<tr><td>Delantero</td></tr>,07,03
21,Facundo Sosa ,"<td class=""zentriert"">17/01/2003 (19)</td>",<tr><td>Delantero centro</td></tr>,01,03
22,Emiliano Melo ,"<td class=""zentriert"">26/05/2003 (19)</td>",<tr><td>Delantero centro</td></tr>,05,03
23,Simón Bentancur ,"<td class=""zentriert"">23/04/2003 (19)</td>",<tr><td>Defensa</td></tr>,04,03
24,Diego Baccino ,"<td class=""zentriert"">19/04/2003 (19)</td>",<tr><td>Extremo derecho</td></tr>,04,03
0,Bruno Antúnez ,"<td class=""zentriert"">31/01/2003 (19)</td>",<tr><td>Portero</td></tr>,01,03
1,Diney Ramírez ,"<td class=""zentriert"">13/05/2004 (18)</td>",<tr><td>Delantero centro</td></tr>,05,04
2,Santiago Cappi ,"<td class=""zentriert"">23/05/2003 (19)</td>",<tr><td>Defensa central</td></tr>,05,03
3,Santiago Milano ,"<td class=""zentriert"">12/02/2003 (19)</td>",<tr><td>Pivote</td></tr>,02,03
4,Nicolás Fuica ,"<td class=""zentriert"">03/05/2004 (18)</td>",<tr><td>Defensa central</td></tr>,05,04
5,Alexander García ,"<td class=""zentriert"">06/07/2004 (18)</td>",<tr><td>Extremo izquierdo</td></tr>,07,04
6,Leandro Méndez ,"<td class=""zentriert"">06/03/2003 (19)</td>",<tr><td>Mediocentro ofensivo</td></tr>,03,03
7,Gonzalo Pelúa ,"<td class=""zentriert"">05/06/2003 (19)</td>",<tr><td>Mediapunta</td></tr>,06,03
8,Pablo Cristaldo ,"<td class=""zentriert"">28/06/2003 (19)</td>",<tr><td>Defensa central</td></tr>,06,03
9,Federico Varese ,"<td class=""zentriert"">25/03/2003 (19)</td>",<tr><td>Portero</td></tr>,03,03
10,Ignacio Lema ,"<td class=""zentriert"">24/01/2003 (19)</td>",<tr><td>Medio campo</td></tr>,01,03
11,Axel Alzogaray ,"<td class=""zentriert"">05/04/2003 (19)</td>",<tr><td>Portero</td></tr>,04,03
12,Darío Rodríguez ,"<td class=""zentriert"">08/01/2003 (19)</td>",<tr><td>Defensa central</td></tr>,01,03
13,Ezequiel Berriel ,"<td class=""zentriert"">07/01/2003 (19)</td>",<tr><td>Delantero centro</td></tr>,01,03
14,Rodrigo Pérez ,"<td class=""zentriert"">17/10/2003 (19)</td>",<tr><td>Delantero</td></tr>,10,03
15,Axel Ripa ,"<td class=""zentriert"">08/07/2004 (18)</td>",<tr><td>Pivote</td></tr>,07,04
16,Nahuel Núñez ,"<td class=""zentriert"">14/10/2003 (19)</td>",<tr><td>Delantero</td></tr>,10,03
17,Hernán Sarquis ,"<td class=""zentriert"">18/09/2003 (19)</td>",<tr><td>Portero</td></tr>,09,03
18,Eduardo Agüero ,"<td class=""zentriert"">14/02/2004 (18)</td>",<tr><td>Defensa central</td></tr>,02,04
19,Sebastián Jaume ,"<td class=""zentriert"">26/06/2004 (18)</td>",<tr><td>Portero</td></tr>,06,04
20,Juan Manuel Martín ,"<td class=""zentriert"">28/09/2003 (19)</td>",<tr><td>Mediocentro</td></tr>,09,03
21,Ignacio Gonella ,"<td class=""zentriert"">19/11/2004 (17)</td>",<tr><td>Delantero</td></tr>,11,04
22,Julián Pou ,"<td class=""zentriert"">21/11/2003 (18)</td>",<tr><td>Lateral derecho</td></tr>,11,03
23,Ignacio Sosa ,"<td class=""zentriert"">05/09/2004 (18)</td>",<tr><td>Portero</td></tr>,09,04
24,Maizon Rodríguez ,"<td class=""zentriert"">22/05/2003 (19)</td>",<tr><td>Defensa</td></tr>,05,03
0,Thiago Espinosa ,"<td class=""zentriert"">09/11/2004 (17)</td>",<tr><td>Defensa</td></tr>,11,04
1,Mateo Carrizo ,"<td class=""zentriert"">05/09/2003 (19)</td>",<tr><td>Medio campo</td></tr>,09,03
2,Kevin Amaro ,"<td class=""zentriert"">03/03/2004 (18)</td>",<tr><td>Lateral derecho</td></tr>,03,04
3,Francisco Martinicorena ,"<td class=""zentriert"">09/02/2004 (18)</td>",<tr><td>Delantero centro</td></tr>,02,04
4,Thiago Segovia ,"<td class=""zentriert"">06/08/2004 (18)</td>",<tr><td>Delantero</td></tr>,08,04
5,Áxel Rodríguez ,"<td class=""zentriert"">04/10/2004 (18)</td>",<tr><td>Medio campo</td></tr>,10,04
6,Rodrigo Chagas ,"<td class=""zentriert"">20/08/2003 (19)</td>",<tr><td>Interior derecho</td></tr>,08,03
7,Valentín Gauthier ,"<td class=""zentriert"">08/08/2003 (19)</td>",<tr><td>Defensa central</td></tr>,08,03
8,Mauricio Sosa ,"<td class=""zentriert"">18/03/2004 (18)</td>",<tr><td>Portero</td></tr>,03,04
9,Matías Silva ,"<td class=""zentriert"">19/09/2004 (18)</td>",<tr><td>Mediocentro ofensivo</td></tr>,09,04
10,Alexis González ,"<td class=""zentriert"">16/07/2004 (18)</td>",<tr><td>Medio campo</td></tr>,07,04
11,Benjamín Rodríguez ,"<td class=""zentriert"">31/01/2003 (19)</td>",<tr><td>Extremo derecho</td></tr>,01,03
12,Juancho Villegas ,"<td class=""zentriert"">14/01/2003 (19)</td>",<tr><td>Defensa central</td></tr>,01,03
13,Juan Pablo Doncel ,"<td class=""zentriert"">10/09/2003 (19)</td>",<tr><td>Defensa central</td></tr>,09,03
14,José Arbio ,"<td class=""zentriert"">21/01/2003 (19)</td>",<tr><td>Portero</td></tr>,01,03
15,Santiago Otegui ,"<td class=""zentriert"">17/01/2003 (19)</td>",<tr><td>Lateral izquierdo</td></tr>,01,03
16,Juan Manuel Jorge ,"<td class=""zentriert"">22/04/2004 (18)</td>",<tr><td>Mediocentro</td></tr>,04,04
17,Lucas Viana ,"<td class=""zentriert"">09/02/2004 (18)</td>",<tr><td>Delantero centro</td></tr>,02,04
18,Franco Suárez ,"<td class=""zentriert"">22/09/2003 (19)</td>",<tr><td>Mediocentro</td></tr>,09,03
19,Santiago Díaz ,"<td class=""zentriert"">31/08/2003 (19)</td>",<tr><td>Extremo izquierdo</td></tr>,08,03
20,Nahuel De Armas ,"<td class=""zentriert"">07/03/2003 (19)</td>",<tr><td>Mediocentro</td></tr>,03,03
21,Joaquín Ferreira ,"<td class=""zentriert"">02/07/2003 (19)</td>",<tr><td>Lateral derecho</td></tr>,07,03
22,Kevin Morgan ,"<td class=""zentriert"">11/02/2004 (18)</td>",<tr><td>Portero</td></tr>,02,04
23,Mateo Urrutia ,"<td class=""zentriert"">02/06/2003 (19)</td>",<tr><td>Defensa central</td></tr>,06,03
24,Gastón Aguirre ,"<td class=""zentriert"">24/03/2003 (19)</td>",<tr><td>Defensa central</td></tr>,03,03
0,Joakim Baldovino ,"<td class=""zentriert"">25/07/2004 (18)</td>",<tr><td>Delantero</td></tr>,07,04
1,Axl Velázquez ,"<td class=""zentriert"">25/12/2004 (17)</td>",<tr><td>Mediocentro ofensivo</td></tr>,12,04
2,Germán Barrios ,"<td class=""zentriert"">26/01/2004 (18)</td>",<tr><td>Mediocentro</td></tr>,01,04
3,Andrés Madruga ,"<td class=""zentriert"">06/02/2004 (18)</td>",<tr><td>Defensa</td></tr>,02,04
4,Franco Correa ,"<td class=""zentriert"">01/07/2004 (18)</td>",<tr><td>Extremo izquierdo</td></tr>,07,04
5,Ulises Márquez ,"<td class=""zentriert"">28/02/2004 (18)</td>",<tr><td>Lateral derecho</td></tr>,02,04
6,Ramiro Recoba ,"<td class=""zentriert"">14/09/2004 (18)</td>",<tr><td>Defensa central</td></tr>,09,04
7,Gonzalo Capdevielle ,"<td class=""zentriert"">30/08/2003 (19)</td>",<tr><td>Defensa central</td></tr>,08,03
8,Maximiliano Burruzo ,"<td class=""zentriert"">13/01/2003 (19)</td>",<tr><td>Delantero</td></tr>,01,03
9,Andrée Gonzalez ,"<td class=""zentriert"">02/11/2004 (17)</td>",<tr><td>Portero</td></tr>,11,04
10,Agustín Lema ,"<td class=""zentriert"">10/02/2004 (18)</td>",<tr><td>Defensa</td></tr>,02,04
11,Facundo Méndez ,"<td class=""zentriert"">23/07/2004 (18)</td>",<tr><td>Portero</td></tr>,07,04
12,Nahuel Barboza ,"<td class=""zentriert"">14/03/2003 (19)</td>",<tr><td>Interior izquierdo</td></tr>,03,03
13,Luciano Aberasteguy ,"<td class=""zentriert"">26/05/2003 (19)</td>",<tr><td>Extremo derecho</td></tr>,05,03
14,Lucas Zeballos ,"<td class=""zentriert"">01/05/2003 (19)</td>",<tr><td>Medio campo</td></tr>,05,03
15,Garciano Quevedo ,"<td class=""zentriert"">31/01/2003 (19)</td>",<tr><td>Mediocentro</td></tr>,01,03
16,Diego de los Santos ,"<td class=""zentriert"">03/03/2003 (19)</td>",<tr><td>Delantero</td></tr>,03,03
17,Ignacio Pintos ,"<td class=""zentriert"">24/08/2004 (18)</td>",<tr><td>Pivote</td></tr>,08,04
18,Rodrigo Cabrera ,"<td class=""zentriert"">07/08/2004 (18)</td>",<tr><td>Lateral derecho</td></tr>,08,04
19,Facundo Machado ,"<td class=""zentriert"">19/01/2004 (18)</td>",<tr><td>Portero</td></tr>,01,04
20,Giuliano Stagno ,"<td class=""zentriert"">08/01/2004 (18)</td>",<tr><td>Delantero</td></tr>,01,04
21,Lucas Greno ,"<td class=""zentriert"">17/03/2003 (19)</td>",<tr><td>Defensa central</td></tr>,03,03
22,Facundo Vázquez ,"<td class=""zentriert"">11/03/2003 (19)</td>",<tr><td>Portero</td></tr>,03,03
23,Ángel Luna ,"<td class=""zentriert"">11/06/2003 (19)</td>",<tr><td>Portero</td></tr>,06,03
24,Santiago Damasco ,"<td class=""zentriert"">26/03/2004 (18)</td>",<tr><td>Defensa central</td></tr>,03,04
0,Bruno Vera ,"<td class=""zentriert"">04/05/2003 (19)</td>",<tr><td>Defensa central</td></tr>,05,03
1,Juan Cabrera ,"<td class=""zentriert"">27/02/2003 (19)</td>",<tr><td>Mediocentro ofensivo</td></tr>,02,03
2,Sebastián De Pedro ,"<td class=""zentriert"">02/09/2003 (19)</td>",<tr><td>Portero</td></tr>,09,03
